date_,geo_subcategory,shipcategory,avgspeed,sdspeed,minspeed,maxspeed
13/1/2021,Port Tuas,TANKER,2.07751938,2.968828691,0,9.7
13/1/2021,Port Tuas,PASSENGER,,,,
13/1/2021,Port Marina Bay Cruise Centre,CARGO,,,,
13/1/2021,Port Marina Bay Cruise Centre,TANKER,,,,
13/1/2021,Port Marina Bay Cruise Centre,PASSENGER,,,,
13/1/2021,Port Pasir Panjang,CARGO,0.810821485,3.37883458,0,100.8
13/1/2021,Port Pasir Panjang,TANKER,0.736048527,1.703361765,0,10.1
13/1/2021,Port Pasir Panjang,PASSENGER,,,,
13/1/2021,Port Brani,CARGO,0.65,1.346037957,0,4.6
13/1/2021,Port Brani,TANKER,,,,
13/1/2021,Port Brani,PASSENGER,,,,
13/1/2021,Sea,CARGO,6.925974359,5.969398727,0,21.7
13/1/2021,Sea,TANKER,3.198005816,4.27463514,0,76.8
13/1/2021,Sea,PASSENGER,,,,
13/12/2019,Port Bukom,CARGO,5.866666667,5.015044034,0,12.7
13/12/2019,Port Bukom,TANKER,2.435,3.171035849,0,10.6
13/12/2019,Port Bukom,PASSENGER,,,,
13/12/2019,Port Tanjong Pagar,CARGO,0,0,0,0
13/12/2019,Port Tanjong Pagar,TANKER,,,,
13/12/2019,Port Tanjong Pagar,PASSENGER,,,,
13/12/2019,Port Jurong Island,CARGO,5.191549296,3.522245488,0,14.5
13/12/2019,Port Jurong Island,TANKER,1.913314448,3.46480068,0,52.8
13/12/2019,Port Jurong Island,PASSENGER,,,,
13/12/2019,Port Tuas,CARGO,2.472727273,4.222816811,0,9.7
13/12/2019,Port Tuas,TANKER,2.20625,3.273257617,0,10.5
13/12/2019,Port Tuas,PASSENGER,,,,
13/12/2019,Port Marina Bay Cruise Centre,CARGO,,,,
13/12/2019,Port Marina Bay Cruise Centre,TANKER,,,,
13/12/2019,Port Marina Bay Cruise Centre,PASSENGER,,,,
13/12/2019,Port Pasir Panjang,CARGO,0.7486618,1.565237272,0,10.7
13/12/2019,Port Pasir Panjang,TANKER,0.934383954,2.045100251,0,9
13/12/2019,Port Pasir Panjang,PASSENGER,,,,
13/12/2019,Port Brani,CARGO,0.24375,0.842985765,0,3.4
13/12/2019,Port Brani,TANKER,0.1,,0.1,0.1
13/12/2019,Port Brani,PASSENGER,,,,
13/12/2019,Sea,CARGO,6.172603671,5.777097989,0,21.9
13/12/2019,Sea,TANKER,3.443774069,4.487182754,0,100.9
13/12/2019,Sea,PASSENGER,,,,
13/12/2020,Port Bukom,CARGO,10.65,2.050609665,9.2,12.1
13/12/2020,Port Bukom,TANKER,2.305238095,3.041565511,0,24
13/12/2020,Port Bukom,PASSENGER,,,,
13/12/2020,Port Tanjong Pagar,CARGO,0.1,0.223606798,0,0.5
13/12/2020,Port Tanjong Pagar,TANKER,,,,
13/12/2020,Port Tanjong Pagar,PASSENGER,,,,
13/12/2020,Port Jurong Island,CARGO,5.37688172,3.208056237,0,13.5
13/12/2020,Port Jurong Island,TANKER,1.063361548,2.289883041,0,12.8
13/12/2020,Port Jurong Island,PASSENGER,,,,
13/12/2020,Port Tuas,CARGO,1.768,3.110885856,0,9.5
13/12/2020,Port Tuas,TANKER,1.178969957,2.814744853,0,12
13/12/2020,Port Tuas,PASSENGER,,,,
13/12/2020,Port Marina Bay Cruise Centre,CARGO,,,,
13/12/2020,Port Marina Bay Cruise Centre,TANKER,,,,
13/12/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
13/12/2020,Port Pasir Panjang,CARGO,0.780405405,1.634679483,0,9.6
13/12/2020,Port Pasir Panjang,TANKER,1.418396226,2.332267492,0,8.9
13/12/2020,Port Pasir Panjang,PASSENGER,,,,
13/12/2020,Port Brani,CARGO,0.68,1.465264481,0,3.3
13/12/2020,Port Brani,TANKER,2.9,,2.9,2.9
13/12/2020,Port Brani,PASSENGER,,,,
13/12/2020,Sea,CARGO,7.198713751,5.776092346,0,75.2
13/12/2020,Sea,TANKER,3.027365567,4.041527627,0,38.4
13/12/2020,Sea,PASSENGER,,,,
14/1/2020,Port Bukom,CARGO,9.131932773,3.533326391,0,14.6
14/1/2020,Port Bukom,TANKER,1.999435028,2.883641834,0,14.4
14/1/2020,Port Bukom,PASSENGER,,,,
14/1/2020,Port Tanjong Pagar,CARGO,0.587692308,1.218157894,0,7.1
14/1/2020,Port Tanjong Pagar,TANKER,0.318918919,1.301782939,0,10.2
14/1/2020,Port Tanjong Pagar,PASSENGER,,,,
14/1/2020,Port Jurong Island,CARGO,5.897651007,3.467406002,0,17.6
14/1/2020,Port Jurong Island,TANKER,1.673699289,2.820174298,0,38.4
14/1/2020,Port Jurong Island,PASSENGER,,,,
14/1/2020,Port Tuas,CARGO,0.208648649,1.738252528,0,39.7
14/1/2020,Port Tuas,TANKER,1.127896341,2.807357425,0,36.2
14/1/2020,Port Tuas,PASSENGER,,,,
14/1/2020,Port Marina Bay Cruise Centre,CARGO,,,,
14/1/2020,Port Marina Bay Cruise Centre,TANKER,,,,
14/1/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
14/1/2020,Port Pasir Panjang,CARGO,0.660631725,1.80634362,0,76.8
14/1/2020,Port Pasir Panjang,TANKER,0.81536643,1.920647112,0,11.9
14/1/2020,Port Pasir Panjang,PASSENGER,,,,
14/1/2020,Port Brani,CARGO,1.355128205,2.016210116,0,7.5
14/1/2020,Port Brani,TANKER,1.663829787,1.599921945,0,8.4
14/1/2020,Port Brani,PASSENGER,,,,
14/1/2020,Sea,CARGO,7.649842826,5.553816559,0,101.1
14/1/2020,Sea,TANKER,3.285377273,4.456940411,0,91.7
14/1/2020,Sea,PASSENGER,19.61954023,0.567128178,18.6,20.8
14/1/2021,Port Bukom,CARGO,10.34,1.383112432,8.9,12.5
14/1/2021,Port Bukom,TANKER,4.256944444,3.579709107,0,11.5
14/1/2021,Port Bukom,PASSENGER,,,,
14/1/2021,Port Tanjong Pagar,CARGO,0,0,0,0
14/1/2021,Port Tanjong Pagar,TANKER,,,,
14/1/2021,Port Tanjong Pagar,PASSENGER,,,,
14/1/2021,Port Jurong Island,CARGO,1.468527919,2.69163943,0,11.7
14/1/2021,Port Jurong Island,TANKER,1.426720351,2.670821128,0,22.8
14/1/2021,Port Jurong Island,PASSENGER,,,,
14/1/2021,Port Tuas,CARGO,0.575,1.866511087,0,6.5
14/1/2021,Port Tuas,TANKER,0.914754098,2.373242231,0,10.6
14/1/2021,Port Tuas,PASSENGER,,,,
14/1/2021,Port Marina Bay Cruise Centre,CARGO,,,,
14/1/2021,Port Marina Bay Cruise Centre,TANKER,,,,
14/1/2021,Port Marina Bay Cruise Centre,PASSENGER,,,,
14/1/2021,Port Pasir Panjang,CARGO,0.77829912,1.928287425,0,10.4
14/1/2021,Port Pasir Panjang,TANKER,0.690880503,1.839852855,0,11.6
14/1/2021,Port Pasir Panjang,PASSENGER,,,,
14/1/2021,Port Brani,CARGO,0,0,0,0
14/1/2021,Port Brani,TANKER,2.65,3.606244584,0.1,5.2
14/1/2021,Port Brani,PASSENGER,,,,
14/1/2021,Sea,CARGO,6.406515581,5.712553477,0,19.9
14/1/2021,Sea,TANKER,2.660881687,3.738658647,0,16
14/1/2021,Sea,PASSENGER,,,,
14/12/2019,Port Bukom,CARGO,,,,
14/12/2019,Port Bukom,TANKER,2.448484848,3.358353187,0,12.6
14/12/2019,Port Bukom,PASSENGER,,,,
14/12/2019,Port Tanjong Pagar,CARGO,0.25,0.353553391,0,0.5
14/12/2019,Port Tanjong Pagar,TANKER,0.1,,0.1,0.1
14/12/2019,Port Tanjong Pagar,PASSENGER,,,,
14/12/2019,Port Jurong Island,CARGO,5.069135802,3.609627473,0,13.5
14/12/2019,Port Jurong Island,TANKER,1.858394161,2.901432454,0,12.6
14/12/2019,Port Jurong Island,PASSENGER,,,,
14/12/2019,Port Tuas,CARGO,1.1125,2.476553092,0,7.3
14/12/2019,Port Tuas,TANKER,4.154285714,3.511773714,0,10.7
14/12/2019,Port Tuas,PASSENGER,,,,
14/12/2019,Port Marina Bay Cruise Centre,CARGO,,,,
14/12/2019,Port Marina Bay Cruise Centre,TANKER,,,,
14/12/2019,Port Marina Bay Cruise Centre,PASSENGER,,,,
14/12/2019,Port Pasir Panjang,CARGO,0.931334623,1.870596835,0,10.5
14/12/2019,Port Pasir Panjang,TANKER,0.988034188,2.037259885,0,10.5
14/12/2019,Port Pasir Panjang,PASSENGER,,,,
14/12/2019,Port Brani,CARGO,1.666666667,1.443375673,0,2.5
14/12/2019,Port Brani,TANKER,0.1,0.173205081,0,0.3
14/12/2019,Port Brani,PASSENGER,,,,
14/12/2019,Sea,CARGO,8.061648746,5.26933169,0,18.6
14/12/2019,Sea,TANKER,3.434873154,4.290328479,0,19.4
14/12/2019,Sea,PASSENGER,14.83846154,1.603401832,10.3,16.7
14/12/2020,Port Bukom,CARGO,8.8375,2.506491572,1.1,11.8
14/12/2020,Port Bukom,TANKER,2.561046512,3.288442469,0,12.6
14/12/2020,Port Bukom,PASSENGER,,,,
14/12/2020,Port Tanjong Pagar,CARGO,1.083333333,1.426066852,0,3.4
14/12/2020,Port Tanjong Pagar,TANKER,,,,
14/12/2020,Port Tanjong Pagar,PASSENGER,,,,
14/12/2020,Port Jurong Island,CARGO,4.493087558,3.250626458,0,12.4
14/12/2020,Port Jurong Island,TANKER,1.571666022,2.974042972,0,81.6
14/12/2020,Port Jurong Island,PASSENGER,,,,
14/12/2020,Port Tuas,CARGO,1.996052632,3.066526408,0,9.5
14/12/2020,Port Tuas,TANKER,1.589772727,2.641191929,0,9.8
14/12/2020,Port Tuas,PASSENGER,,,,
14/12/2020,Port Marina Bay Cruise Centre,CARGO,,,,
14/12/2020,Port Marina Bay Cruise Centre,TANKER,,,,
14/12/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
14/12/2020,Port Pasir Panjang,CARGO,0.660237557,1.707308883,0,25.4
14/12/2020,Port Pasir Panjang,TANKER,0.845714286,1.828711191,0,13.3
14/12/2020,Port Pasir Panjang,PASSENGER,,,,
14/12/2020,Port Brani,CARGO,0.841666667,1.300669991,0,3.8
14/12/2020,Port Brani,TANKER,,,,
14/12/2020,Port Brani,PASSENGER,,,,
14/12/2020,Sea,CARGO,6.674932878,5.681167397,0,21.1
14/12/2020,Sea,TANKER,3.269748486,4.496375383,0,102.1
14/12/2020,Sea,PASSENGER,,,,
15/1/2020,Port Bukom,CARGO,9.741176471,3.139791703,0,15.4
15/1/2020,Port Bukom,TANKER,3.200966573,3.307269706,0,13.7
15/1/2020,Port Bukom,PASSENGER,,,,
15/1/2020,Port Tanjong Pagar,CARGO,1.084615385,1.412713943,0,8.4
15/1/2020,Port Tanjong Pagar,TANKER,0.12027027,0.576047931,0,5.2
15/1/2020,Port Tanjong Pagar,PASSENGER,,,,
15/1/2020,Port Jurong Island,CARGO,6.349567507,5.103890098,0,101.8
15/1/2020,Port Jurong Island,TANKER,1.352081637,2.620624154,0,27
15/1/2020,Port Jurong Island,PASSENGER,,,,
15/1/2020,Port Tuas,CARGO,0.780451781,2.238273823,0,15.8
15/1/2020,Port Tuas,TANKER,0.656427894,2.245377263,0,63.9
15/1/2020,Port Tuas,PASSENGER,,,,
15/1/2020,Port Marina Bay Cruise Centre,CARGO,,,,
15/1/2020,Port Marina Bay Cruise Centre,TANKER,,,,
15/1/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
15/1/2020,Port Pasir Panjang,CARGO,0.695586607,1.935911586,0,100.8
15/1/2020,Port Pasir Panjang,TANKER,0.833172867,1.912658345,0,24.1
15/1/2020,Port Pasir Panjang,PASSENGER,,,,
15/1/2020,Port Brani,CARGO,0.787362637,1.508980363,0,9.6
15/1/2020,Port Brani,TANKER,1.5,2.121320344,0,3
15/1/2020,Port Brani,PASSENGER,,,,
15/1/2020,Sea,CARGO,6.819928541,5.793781679,0,101.5
15/1/2020,Sea,TANKER,3.356275672,4.371302914,0,101
15/1/2020,Sea,PASSENGER,,,,
15/1/2021,Port Bukom,CARGO,8.611111111,2.248579799,6,12.7
15/1/2021,Port Bukom,TANKER,2.773831776,2.884582846,0,10.7
15/1/2021,Port Bukom,PASSENGER,,,,
15/1/2021,Port Tanjong Pagar,CARGO,1.5,2.733130074,0,6.3
15/1/2021,Port Tanjong Pagar,TANKER,0.6,,0.6,0.6
15/1/2021,Port Tanjong Pagar,PASSENGER,,,,
15/1/2021,Port Jurong Island,CARGO,4.701754386,3.429027119,0,11.9
15/1/2021,Port Jurong Island,TANKER,2.51011236,3.321183541,0,12.6
15/1/2021,Port Jurong Island,PASSENGER,,,,
15/1/2021,Port Tuas,CARGO,2.225714286,2.801086224,0,6.4
15/1/2021,Port Tuas,TANKER,1.294927536,3.048855773,0,14.4
15/1/2021,Port Tuas,PASSENGER,,,,
15/1/2021,Port Marina Bay Cruise Centre,CARGO,,,,
15/1/2021,Port Marina Bay Cruise Centre,TANKER,,,,
15/1/2021,Port Marina Bay Cruise Centre,PASSENGER,,,,
15/1/2021,Port Pasir Panjang,CARGO,0.632272069,1.605014936,0,9.7
15/1/2021,Port Pasir Panjang,TANKER,0.786857143,1.84130892,0,9.6
15/1/2021,Port Pasir Panjang,PASSENGER,,,,
15/1/2021,Port Brani,CARGO,0.8,1.951409747,0,6.4
15/1/2021,Port Brani,TANKER,0,,0,0
15/1/2021,Port Brani,PASSENGER,,,,
15/1/2021,Sea,CARGO,8.010786802,5.468732146,0,19.9
15/1/2021,Sea,TANKER,3.123818502,4.313333608,0,64.6
15/1/2021,Sea,PASSENGER,,,,
15/12/2019,Port Bukom,CARGO,,,,
15/12/2019,Port Bukom,TANKER,2.370588235,3.057731167,0,10.4
15/12/2019,Port Bukom,PASSENGER,,,,
15/12/2019,Port Tanjong Pagar,CARGO,0.1,,0.1,0.1
15/12/2019,Port Tanjong Pagar,TANKER,,,,
15/12/2019,Port Tanjong Pagar,PASSENGER,,,,
15/12/2019,Port Jurong Island,CARGO,4.476190476,3.84878698,0,13.6
15/12/2019,Port Jurong Island,TANKER,2.224044944,3.121092912,0,11.7
15/12/2019,Port Jurong Island,PASSENGER,,,,
15/12/2019,Port Tuas,CARGO,1.907407407,3.778168658,0,12.7
15/12/2019,Port Tuas,TANKER,5.263636364,2.971407304,0,12.3
15/12/2019,Port Tuas,PASSENGER,,,,
15/12/2019,Port Marina Bay Cruise Centre,CARGO,,,,
15/12/2019,Port Marina Bay Cruise Centre,TANKER,,,,
15/12/2019,Port Marina Bay Cruise Centre,PASSENGER,,,,
15/12/2019,Port Pasir Panjang,CARGO,0.57654321,1.430067439,0,12.9
15/12/2019,Port Pasir Panjang,TANKER,1.037394958,1.947962158,0,9.1
15/12/2019,Port Pasir Panjang,PASSENGER,,,,
15/12/2019,Port Brani,CARGO,0.50625,0.929134902,0,2.6
15/12/2019,Port Brani,TANKER,1.5,,1.5,1.5
15/12/2019,Port Brani,PASSENGER,,,,
15/12/2019,Sea,CARGO,7.767024705,5.589654955,0,20.1
15/12/2019,Sea,TANKER,3.818662953,4.675502141,0,76.9
15/12/2019,Sea,PASSENGER,14.76923077,1.152811502,13.7,17
15/12/2020,Port Bukom,CARGO,6.828571429,5.047017035,0.1,12.5
15/12/2020,Port Bukom,TANKER,0.708333333,1.952281468,0,10.9
15/12/2020,Port Bukom,PASSENGER,,,,
15/12/2020,Port Tanjong Pagar,CARGO,1.366666667,1.18462371,0,2.1
15/12/2020,Port Tanjong Pagar,TANKER,,,,
15/12/2020,Port Tanjong Pagar,PASSENGER,,,,
15/12/2020,Port Jurong Island,CARGO,5.159183673,3.891959805,0,12.8
15/12/2020,Port Jurong Island,TANKER,1.182876176,2.487756116,0,19.2
15/12/2020,Port Jurong Island,PASSENGER,,,,
15/12/2020,Port Tuas,CARGO,2.05974026,3.173378564,0,9.6
15/12/2020,Port Tuas,TANKER,1.834722222,3.889174565,0,24
15/12/2020,Port Tuas,PASSENGER,,,,
15/12/2020,Port Marina Bay Cruise Centre,CARGO,,,,
15/12/2020,Port Marina Bay Cruise Centre,TANKER,,,,
15/12/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
15/12/2020,Port Pasir Panjang,CARGO,0.563384005,1.557387981,0,10.2
15/12/2020,Port Pasir Panjang,TANKER,1.302684564,2.290493504,0,9.9
15/12/2020,Port Pasir Panjang,PASSENGER,,,,
15/12/2020,Port Brani,CARGO,0.68,1.713905973,0,7.4
15/12/2020,Port Brani,TANKER,1.2375,4.79052885,0,19.2
15/12/2020,Port Brani,PASSENGER,,,,
15/12/2020,Sea,CARGO,7.672622951,5.339103168,0,22
15/12/2020,Sea,TANKER,3.040216915,4.183197284,0,81.6
15/12/2020,Sea,PASSENGER,,,,
16/1/2020,Port Bukom,CARGO,10.28780488,2.455625696,0,13.7
16/1/2020,Port Bukom,TANKER,3.3466759,3.042782557,0,12.6
16/1/2020,Port Bukom,PASSENGER,,,,
16/1/2020,Port Tanjong Pagar,CARGO,0.369230769,0.69448376,0,2.1
16/1/2020,Port Tanjong Pagar,TANKER,0.95,1.705872211,0,3.5
16/1/2020,Port Tanjong Pagar,PASSENGER,,,,
16/1/2020,Port Jurong Island,CARGO,6.591811175,3.385048582,0,16
16/1/2020,Port Jurong Island,TANKER,2.081191914,3.293448348,0,13.2
16/1/2020,Port Jurong Island,PASSENGER,,,,
16/1/2020,Port Tuas,CARGO,0.512135922,1.928843255,0,12.1
16/1/2020,Port Tuas,TANKER,1.187906772,3.737574954,0,90.5
16/1/2020,Port Tuas,PASSENGER,,,,
16/1/2020,Port Marina Bay Cruise Centre,CARGO,,,,
16/1/2020,Port Marina Bay Cruise Centre,TANKER,,,,
16/1/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
16/1/2020,Port Pasir Panjang,CARGO,0.828881356,1.856249461,0,11.3
16/1/2020,Port Pasir Panjang,TANKER,1.007981035,2.111356343,0,11.8
16/1/2020,Port Pasir Panjang,PASSENGER,,,,
16/1/2020,Port Brani,CARGO,0.642857143,0.897881104,0,2.3
16/1/2020,Port Brani,TANKER,0.268421053,0.794271811,0,3.9
16/1/2020,Port Brani,PASSENGER,,,,
16/1/2020,Sea,CARGO,7.275599142,5.59422332,0,85.1
16/1/2020,Sea,TANKER,3.011508776,4.317587827,0,81.7
16/1/2020,Sea,PASSENGER,8.433333333,3.231614663,5.7,12
16/1/2021,Port Bukom,CARGO,9.55,3.889087297,6.8,12.3
16/1/2021,Port Bukom,TANKER,4.064634146,6.578535466,0,54.8
16/1/2021,Port Bukom,PASSENGER,,,,
16/1/2021,Port Tanjong Pagar,CARGO,0,,0,0
16/1/2021,Port Tanjong Pagar,TANKER,,,,
16/1/2021,Port Tanjong Pagar,PASSENGER,,,,
16/1/2021,Port Jurong Island,CARGO,3.446987952,4.186481486,0,16.7
16/1/2021,Port Jurong Island,TANKER,1.636969253,2.690373975,0,13.6
16/1/2021,Port Jurong Island,PASSENGER,,,,
16/1/2021,Port Tuas,CARGO,5.388888889,3.317169141,0,9.2
16/1/2021,Port Tuas,TANKER,0.701428571,2.252320489,0,10.5
16/1/2021,Port Tuas,PASSENGER,0.2,0.252605471,0,0.8
16/1/2021,Port Marina Bay Cruise Centre,CARGO,,,,
16/1/2021,Port Marina Bay Cruise Centre,TANKER,,,,
16/1/2021,Port Marina Bay Cruise Centre,PASSENGER,,,,
16/1/2021,Port Pasir Panjang,CARGO,0.686165049,1.466823169,0,8.7
16/1/2021,Port Pasir Panjang,TANKER,0.704147465,1.718552841,0,9.7
16/1/2021,Port Pasir Panjang,PASSENGER,,,,
16/1/2021,Port Brani,CARGO,0.2625,0.634386043,0,2.5
16/1/2021,Port Brani,TANKER,,,,
16/1/2021,Port Brani,PASSENGER,,,,
16/1/2021,Sea,CARGO,6.773927393,6.002016286,0,62.3
16/1/2021,Sea,TANKER,3.662052506,4.419760988,0,18.9
16/1/2021,Sea,PASSENGER,10.49814815,4.404392779,0,15
16/12/2019,Port Bukom,CARGO,10.975,3.998645604,5.1,13.6
16/12/2019,Port Bukom,TANKER,3.369444444,3.324574552,0,12.6
16/12/2019,Port Bukom,PASSENGER,,,,
16/12/2019,Port Tanjong Pagar,CARGO,,,,
16/12/2019,Port Tanjong Pagar,TANKER,,,,
16/12/2019,Port Tanjong Pagar,PASSENGER,,,,
16/12/2019,Port Jurong Island,CARGO,4.668382353,4.065932579,0,13.7
16/12/2019,Port Jurong Island,TANKER,1.598156682,3.176282623,0,51.2
16/12/2019,Port Jurong Island,PASSENGER,,,,
16/12/2019,Port Tuas,CARGO,1.270454545,2.322847045,0,9
16/12/2019,Port Tuas,TANKER,3.378571429,3.844794085,0,10.2
16/12/2019,Port Tuas,PASSENGER,,,,
16/12/2019,Port Marina Bay Cruise Centre,CARGO,,,,
16/12/2019,Port Marina Bay Cruise Centre,TANKER,,,,
16/12/2019,Port Marina Bay Cruise Centre,PASSENGER,,,,
16/12/2019,Port Pasir Panjang,CARGO,0.708085106,2.05101044,0,43.4
16/12/2019,Port Pasir Panjang,TANKER,0.547149644,1.585013854,0,10.4
16/12/2019,Port Pasir Panjang,PASSENGER,,,,
16/12/2019,Port Brani,CARGO,1.716666667,2.669394438,0,6.4
16/12/2019,Port Brani,TANKER,0.014285714,0.037796447,0,0.1
16/12/2019,Port Brani,PASSENGER,,,,
16/12/2019,Sea,CARGO,7.827635783,5.609177444,0,22.9
16/12/2019,Sea,TANKER,3.838892086,4.818459335,0,100.9
16/12/2019,Sea,PASSENGER,,,,
16/12/2020,Port Bukom,CARGO,9.676190476,2.897396204,3.8,12.3
16/12/2020,Port Bukom,TANKER,0.650458716,2.121376212,0,11.4
16/12/2020,Port Bukom,PASSENGER,,,,
16/12/2020,Port Tanjong Pagar,CARGO,0.426666667,0.780537056,0,2.2
16/12/2020,Port Tanjong Pagar,TANKER,,,,
16/12/2020,Port Tanjong Pagar,PASSENGER,,,,
16/12/2020,Port Jurong Island,CARGO,7.243820225,3.350164009,0.1,14.5
16/12/2020,Port Jurong Island,TANKER,1.71682804,2.764832261,0,19.2
16/12/2020,Port Jurong Island,PASSENGER,,,,
16/12/2020,Port Tuas,CARGO,1.506926407,2.777494114,0,10
16/12/2020,Port Tuas,TANKER,1.947282609,3.486710634,0,11.6
16/12/2020,Port Tuas,PASSENGER,,,,
16/12/2020,Port Marina Bay Cruise Centre,CARGO,,,,
16/12/2020,Port Marina Bay Cruise Centre,TANKER,,,,
16/12/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
16/12/2020,Port Pasir Panjang,CARGO,0.597455231,1.451143309,0,12.4
16/12/2020,Port Pasir Panjang,TANKER,0.606201194,1.684647137,0,11.3
16/12/2020,Port Pasir Panjang,PASSENGER,,,,
16/12/2020,Port Brani,CARGO,2.608333333,2.716768914,0,6.3
16/12/2020,Port Brani,TANKER,0.2,0.334664011,0,0.8
16/12/2020,Port Brani,PASSENGER,,,,
16/12/2020,Sea,CARGO,6.805148568,5.562736582,0,87.1
16/12/2020,Sea,TANKER,3.025701217,4.380057146,0,101.7
16/12/2020,Sea,PASSENGER,,,,
17/1/2020,Port Bukom,CARGO,8.7,6.32191954,0,14.4
17/1/2020,Port Bukom,TANKER,3.158378378,3.114350998,0,11.2
17/1/2020,Port Bukom,PASSENGER,,,,
17/1/2020,Port Tanjong Pagar,CARGO,0.1,0.141421356,0,0.2
17/1/2020,Port Tanjong Pagar,TANKER,0.1,,0.1,0.1
17/1/2020,Port Tanjong Pagar,PASSENGER,,,,
17/1/2020,Port Jurong Island,CARGO,6.859047619,3.878656965,0,16.3
17/1/2020,Port Jurong Island,TANKER,1.604414336,2.951553541,0,13.7
17/1/2020,Port Jurong Island,PASSENGER,,,,
17/1/2020,Port Tuas,CARGO,0.697272727,2.562770114,0,15.5
17/1/2020,Port Tuas,TANKER,0.578837209,1.898679101,0,12.6
17/1/2020,Port Tuas,PASSENGER,,,,
17/1/2020,Port Marina Bay Cruise Centre,CARGO,,,,
17/1/2020,Port Marina Bay Cruise Centre,TANKER,,,,
17/1/2020,Port Marina Bay Cruise Centre,PASSENGER,0,,0,0
17/1/2020,Port Pasir Panjang,CARGO,0.752520623,2.884609679,0,81.6
17/1/2020,Port Pasir Panjang,TANKER,0.94041502,2.563457155,0,51.2
17/1/2020,Port Pasir Panjang,PASSENGER,,,,
17/1/2020,Port Brani,CARGO,1.233333333,1.789785834,0.2,3.3
17/1/2020,Port Brani,TANKER,,,,
17/1/2020,Port Brani,PASSENGER,,,,
17/1/2020,Sea,CARGO,7.512205923,5.549961632,0,83.5
17/1/2020,Sea,TANKER,3.619915604,4.325061238,0,51.3
17/1/2020,Sea,PASSENGER,,,,
17/1/2021,Port Bukom,CARGO,12.8,,12.8,12.8
17/1/2021,Port Bukom,TANKER,0.632608696,1.8899567,0,10.4
17/1/2021,Port Bukom,PASSENGER,,,,
17/1/2021,Port Tanjong Pagar,CARGO,0.2,,0.2,0.2
17/1/2021,Port Tanjong Pagar,TANKER,0,,0,0
17/1/2021,Port Tanjong Pagar,PASSENGER,,,,
17/1/2021,Port Jurong Island,CARGO,4.196610169,3.393653616,0,12.8
17/1/2021,Port Jurong Island,TANKER,1.907882883,2.85806546,0,12.2
17/1/2021,Port Jurong Island,PASSENGER,,,,
17/1/2021,Port Tuas,CARGO,1.775,2.758752306,0,6.5
17/1/2021,Port Tuas,TANKER,0.879069767,2.116213841,0,7.3
17/1/2021,Port Tuas,PASSENGER,0,,0,0
17/1/2021,Port Marina Bay Cruise Centre,CARGO,,,,
17/1/2021,Port Marina Bay Cruise Centre,TANKER,,,,
17/1/2021,Port Marina Bay Cruise Centre,PASSENGER,,,,
17/1/2021,Port Pasir Panjang,CARGO,0.719135802,1.669524096,0,8.8
17/1/2021,Port Pasir Panjang,TANKER,0.617948718,1.62084867,0,7.7
17/1/2021,Port Pasir Panjang,PASSENGER,,,,
17/1/2021,Port Brani,CARGO,0,,0,0
17/1/2021,Port Brani,TANKER,,,,
17/1/2021,Port Brani,PASSENGER,,,,
17/1/2021,Sea,CARGO,6.646831755,5.549112733,0,19.9
17/1/2021,Sea,TANKER,3.107926522,4.082715136,0,20.3
17/1/2021,Sea,PASSENGER,,,,
17/12/2019,Port Bukom,CARGO,8.783333333,1.740593768,7.2,11.1
17/12/2019,Port Bukom,TANKER,2.706976744,3.012124156,0,9.2
17/12/2019,Port Bukom,PASSENGER,,,,
17/12/2019,Port Tanjong Pagar,CARGO,1.511111111,1.743161241,0,4.2
17/12/2019,Port Tanjong Pagar,TANKER,0.1,,0.1,0.1
17/12/2019,Port Tanjong Pagar,PASSENGER,,,,
17/12/2019,Port Jurong Island,CARGO,4.707857143,3.869974213,0,14.7
17/12/2019,Port Jurong Island,TANKER,1.795129108,2.988444134,0,14.3
17/12/2019,Port Jurong Island,PASSENGER,9.433333333,0.057735027,9.4,9.5
17/12/2019,Port Tuas,CARGO,0.033333333,0.048795004,0,0.1
17/12/2019,Port Tuas,TANKER,0.629515419,1.856264503,0,10.2
17/12/2019,Port Tuas,PASSENGER,,,,
17/12/2019,Port Marina Bay Cruise Centre,CARGO,0.1,,0.1,0.1
17/12/2019,Port Marina Bay Cruise Centre,TANKER,,,,
17/12/2019,Port Marina Bay Cruise Centre,PASSENGER,,,,
17/12/2019,Port Pasir Panjang,CARGO,0.940322581,1.775978202,0,9.2
17/12/2019,Port Pasir Panjang,TANKER,0.927668539,1.881490615,0,10.3
17/12/2019,Port Pasir Panjang,PASSENGER,,,,
17/12/2019,Port Brani,CARGO,0.8125,1.809557957,0,5.5
17/12/2019,Port Brani,TANKER,0.3,,0.3,0.3
17/12/2019,Port Brani,PASSENGER,,,,
17/12/2019,Sea,CARGO,8.128191489,5.142954803,0,20.4
17/12/2019,Sea,TANKER,4.285296697,4.586424883,0,28.8
