date_,geo_subcategory,shipcategory,avgspeed,sdspeed,minspeed,maxspeed
21/1/2020,Port Tuas,TANKER,2.884343434,4.047573356,0,12.2
21/1/2020,Port Tuas,PASSENGER,,,,
21/1/2020,Port Marina Bay Cruise Centre,CARGO,,,,
21/1/2020,Port Marina Bay Cruise Centre,TANKER,1.5,,1.5,1.5
21/1/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
21/1/2020,Port Pasir Panjang,CARGO,0.801633045,1.869413779,0,51.8
21/1/2020,Port Pasir Panjang,TANKER,1.169632207,2.08859165,0,9.7
21/1/2020,Port Pasir Panjang,PASSENGER,5.8,,5.8,5.8
21/1/2020,Port Brani,CARGO,1.115384615,2.208183161,0,8.5
21/1/2020,Port Brani,TANKER,1.088888889,1.748888536,0,5.5
21/1/2020,Port Brani,PASSENGER,,,,
21/1/2020,Sea,CARGO,8.001640147,5.533178241,0,91.2
21/1/2020,Sea,TANKER,3.481070868,4.370958231,0,101.1
21/1/2020,Sea,PASSENGER,5.1625,3.736457817,0.2,12.8
21/1/2021,Port Bukom,CARGO,8.5,1.789870488,5.9,13.3
21/1/2021,Port Bukom,TANKER,1.769926199,2.799828288,0,11.6
21/1/2021,Port Bukom,PASSENGER,,,,
21/1/2021,Port Tanjong Pagar,CARGO,0.5125,1.050765027,0,3
21/1/2021,Port Tanjong Pagar,TANKER,0.05,0.070710678,0,0.1
21/1/2021,Port Tanjong Pagar,PASSENGER,,,,
21/1/2021,Port Jurong Island,CARGO,6.231294964,3.40155928,0,13
21/1/2021,Port Jurong Island,TANKER,1.878368704,2.866518513,0,13.8
21/1/2021,Port Jurong Island,PASSENGER,,,,
21/1/2021,Port Tuas,CARGO,1.52826087,3.100656779,0,10.4
21/1/2021,Port Tuas,TANKER,0.706864275,2.217892368,0,12.5
21/1/2021,Port Tuas,PASSENGER,0,0,0,0
21/1/2021,Port Marina Bay Cruise Centre,CARGO,,,,
21/1/2021,Port Marina Bay Cruise Centre,TANKER,,,,
21/1/2021,Port Marina Bay Cruise Centre,PASSENGER,,,,
21/1/2021,Port Pasir Panjang,CARGO,1.12549505,2.819686389,0,81.7
21/1/2021,Port Pasir Panjang,TANKER,1.010854817,2.027981287,0,11.7
21/1/2021,Port Pasir Panjang,PASSENGER,,,,
21/1/2021,Port Brani,CARGO,4.427272727,11.56339837,0,38.9
21/1/2021,Port Brani,TANKER,,,,
21/1/2021,Port Brani,PASSENGER,,,,
21/1/2021,Sea,CARGO,6.395925357,6.216002164,0,97.4
21/1/2021,Sea,TANKER,3.083982878,4.369301274,0,69.6
21/1/2021,Sea,PASSENGER,,,,
21/12/2019,Port Bukom,CARGO,9.617948718,2.417248522,0,13.3
21/12/2019,Port Bukom,TANKER,2.429388715,3.353764981,0,12.1
21/12/2019,Port Bukom,PASSENGER,,,,
21/12/2019,Port Tanjong Pagar,CARGO,0.510465116,0.975105312,0,4.7
21/12/2019,Port Tanjong Pagar,TANKER,2,5.467257913,0,19.3
21/12/2019,Port Tanjong Pagar,PASSENGER,,,,
21/12/2019,Port Jurong Island,CARGO,5.259944942,4.120361053,0,15.1
21/12/2019,Port Jurong Island,TANKER,1.449482681,3.010590543,0,102.2
21/12/2019,Port Jurong Island,PASSENGER,,,,
21/12/2019,Port Tuas,CARGO,2.706369427,3.538346422,0,13.7
21/12/2019,Port Tuas,TANKER,0.621907395,1.893254994,0,11.2
21/12/2019,Port Tuas,PASSENGER,,,,
21/12/2019,Port Marina Bay Cruise Centre,CARGO,,,,
21/12/2019,Port Marina Bay Cruise Centre,TANKER,4.9,,4.9,4.9
21/12/2019,Port Marina Bay Cruise Centre,PASSENGER,0.0125,0.035355339,0,0.1
21/12/2019,Port Pasir Panjang,CARGO,0.838196834,2.907694542,0,100.8
21/12/2019,Port Pasir Panjang,TANKER,1.629331381,3.691107027,0,100.9
21/12/2019,Port Pasir Panjang,PASSENGER,,,,
21/12/2019,Port Brani,CARGO,0.480808081,0.983608181,0,4.8
21/12/2019,Port Brani,TANKER,0.94,1.652069409,0,4.6
21/12/2019,Port Brani,PASSENGER,,,,
21/12/2019,Sea,CARGO,7.566397512,5.575854097,0,100.9
21/12/2019,Sea,TANKER,3.208028841,4.458766265,0,101
21/12/2019,Sea,PASSENGER,0.007317073,0.046852129,0,0.3
21/12/2020,Port Bukom,CARGO,7.635,2.846655471,0,13
21/12/2020,Port Bukom,TANKER,3.128424658,3.040106525,0,11.6
21/12/2020,Port Bukom,PASSENGER,,,,
21/12/2020,Port Tanjong Pagar,CARGO,1.6125,1.630457867,0,4
21/12/2020,Port Tanjong Pagar,TANKER,,,,
21/12/2020,Port Tanjong Pagar,PASSENGER,,,,
21/12/2020,Port Jurong Island,CARGO,5.357051282,3.982907406,0,15.4
21/12/2020,Port Jurong Island,TANKER,1.626182432,3.055602223,0,96.5
21/12/2020,Port Jurong Island,PASSENGER,,,,
21/12/2020,Port Tuas,CARGO,1.154301075,2.772647831,0,10
21/12/2020,Port Tuas,TANKER,0.925766363,2.549345291,0,11.9
21/12/2020,Port Tuas,PASSENGER,0.156521739,0.47941829,0,2.2
21/12/2020,Port Marina Bay Cruise Centre,CARGO,,,,
21/12/2020,Port Marina Bay Cruise Centre,TANKER,,,,
21/12/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
21/12/2020,Port Pasir Panjang,CARGO,0.965868491,1.804019065,0,11.7
21/12/2020,Port Pasir Panjang,TANKER,1.01018315,2.012065595,0,10.7
21/12/2020,Port Pasir Panjang,PASSENGER,,,,
21/12/2020,Port Brani,CARGO,1.158333333,2.412275156,0,12.9
21/12/2020,Port Brani,TANKER,3.35,4.454772721,0.2,6.5
21/12/2020,Port Brani,PASSENGER,,,,
21/12/2020,Sea,CARGO,7.169505191,5.35220275,0,88.5
21/12/2020,Sea,TANKER,3.175505618,4.301859074,0,76.8
21/12/2020,Sea,PASSENGER,,,,
22/1/2020,Port Bukom,CARGO,8.231578947,2.88546752,0,14.2
22/1/2020,Port Bukom,TANKER,2.458135283,3.118149596,0,12.5
22/1/2020,Port Bukom,PASSENGER,,,,
22/1/2020,Port Tanjong Pagar,CARGO,0.975438596,1.166692624,0,5.6
22/1/2020,Port Tanjong Pagar,TANKER,0.025,0.08660254,0,0.3
22/1/2020,Port Tanjong Pagar,PASSENGER,,,,
22/1/2020,Port Jurong Island,CARGO,5.54007722,3.819767789,0,16.4
22/1/2020,Port Jurong Island,TANKER,2.068521646,3.499098943,0,102.2
22/1/2020,Port Jurong Island,PASSENGER,,,,
22/1/2020,Port Tuas,CARGO,0.156394052,1.074380485,0,14.4
22/1/2020,Port Tuas,TANKER,2.99127907,4.830190403,0,59.1
22/1/2020,Port Tuas,PASSENGER,,,,
22/1/2020,Port Marina Bay Cruise Centre,CARGO,,,,
22/1/2020,Port Marina Bay Cruise Centre,TANKER,,,,
22/1/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
22/1/2020,Port Pasir Panjang,CARGO,0.647957839,1.571758861,0,17.1
22/1/2020,Port Pasir Panjang,TANKER,1.113385986,2.215118527,0,10.4
22/1/2020,Port Pasir Panjang,PASSENGER,,,,
22/1/2020,Port Brani,CARGO,1.051020408,1.655687477,0,6.2
22/1/2020,Port Brani,TANKER,1.358333333,1.439986321,0,3.9
22/1/2020,Port Brani,PASSENGER,,,,
22/1/2020,Sea,CARGO,7.799734767,5.717232324,0,90.3
22/1/2020,Sea,TANKER,3.517169151,4.685824285,0,100.9
22/1/2020,Sea,PASSENGER,0,0,0,0
22/1/2021,Port Bukom,CARGO,7.65,2.815838662,3.8,11.8
22/1/2021,Port Bukom,TANKER,3.289759036,2.921428242,0,12.7
22/1/2021,Port Bukom,PASSENGER,,,,
22/1/2021,Port Tanjong Pagar,CARGO,0.225,0.386221008,0,0.8
22/1/2021,Port Tanjong Pagar,TANKER,0.04,0.054772256,0,0.1
22/1/2021,Port Tanjong Pagar,PASSENGER,,,,
22/1/2021,Port Jurong Island,CARGO,4.889576547,4.31396374,0,16.9
22/1/2021,Port Jurong Island,TANKER,1.966108597,3.148893871,0,14
22/1/2021,Port Jurong Island,PASSENGER,,,,
22/1/2021,Port Tuas,CARGO,1.172033898,2.232735687,0,14.2
22/1/2021,Port Tuas,TANKER,3.426451613,3.190653506,0,11.5
22/1/2021,Port Tuas,PASSENGER,0,0,0,0
22/1/2021,Port Marina Bay Cruise Centre,CARGO,,,,
22/1/2021,Port Marina Bay Cruise Centre,TANKER,,,,
22/1/2021,Port Marina Bay Cruise Centre,PASSENGER,,,,
22/1/2021,Port Pasir Panjang,CARGO,0.991369295,1.818836071,0,11.9
22/1/2021,Port Pasir Panjang,TANKER,0.816405434,1.976290541,0,11.2
22/1/2021,Port Pasir Panjang,PASSENGER,,,,
22/1/2021,Port Brani,CARGO,1.131578947,2.346404491,0,7.6
22/1/2021,Port Brani,TANKER,0.3,,0.3,0.3
22/1/2021,Port Brani,PASSENGER,,,,
22/1/2021,Sea,CARGO,6.314019199,5.611118538,0,20.1
22/1/2021,Sea,TANKER,3.21784831,4.351407635,0,92.2
22/1/2021,Sea,PASSENGER,14.775,0.262995564,14.4,15
22/12/2019,Port Bukom,CARGO,8.566101695,6.545581703,0,86.8
22/12/2019,Port Bukom,TANKER,2.072240023,3.197262837,0,13.1
22/12/2019,Port Bukom,PASSENGER,,,,
22/12/2019,Port Tanjong Pagar,CARGO,1.818867925,2.071143924,0,6.3
22/12/2019,Port Tanjong Pagar,TANKER,1.786363636,2.316050714,0,6.9
22/12/2019,Port Tanjong Pagar,PASSENGER,,,,
22/12/2019,Port Jurong Island,CARGO,4.469777159,4.001270987,0,21.1
22/12/2019,Port Jurong Island,TANKER,1.970088511,3.145181424,0,76.8
22/12/2019,Port Jurong Island,PASSENGER,,,,
22/12/2019,Port Tuas,CARGO,1.271651786,3.007570603,0,15.9
22/12/2019,Port Tuas,TANKER,0.972094679,2.534248303,0,19.3
22/12/2019,Port Tuas,PASSENGER,,,,
22/12/2019,Port Marina Bay Cruise Centre,CARGO,,,,
22/12/2019,Port Marina Bay Cruise Centre,TANKER,,,,
22/12/2019,Port Marina Bay Cruise Centre,PASSENGER,0,0,0,0
22/12/2019,Port Pasir Panjang,CARGO,0.844673226,1.772252203,0,13.3
22/12/2019,Port Pasir Panjang,TANKER,1.054435609,2.113442408,0,53.4
22/12/2019,Port Pasir Panjang,PASSENGER,,,,
22/12/2019,Port Brani,CARGO,1.603333333,4.148635335,0,28.9
22/12/2019,Port Brani,TANKER,0.426315789,0.520514815,0,2.1
22/12/2019,Port Brani,PASSENGER,,,,
22/12/2019,Sea,CARGO,8.394542303,5.400896343,0,102
22/12/2019,Sea,TANKER,3.441664866,4.509895906,0,101.6
22/12/2019,Sea,PASSENGER,8.875862069,6.477380148,0,27.3
22/12/2020,Port Bukom,CARGO,8.5625,2.49502839,4.9,13
22/12/2020,Port Bukom,TANKER,0.930758988,2.223276701,0,10.4
22/12/2020,Port Bukom,PASSENGER,,,,
22/12/2020,Port Tanjong Pagar,CARGO,1.516666667,1.371738556,0,3
22/12/2020,Port Tanjong Pagar,TANKER,,,,
22/12/2020,Port Tanjong Pagar,PASSENGER,,,,
22/12/2020,Port Jurong Island,CARGO,3.934509804,3.362036968,0,13.8
22/12/2020,Port Jurong Island,TANKER,1.638523761,2.776436382,0,23.5
22/12/2020,Port Jurong Island,PASSENGER,,,,
22/12/2020,Port Tuas,CARGO,2.042975207,2.875118155,0,8.7
22/12/2020,Port Tuas,TANKER,1.216171617,2.534262409,0,11
22/12/2020,Port Tuas,PASSENGER,0,0,0,0
22/12/2020,Port Marina Bay Cruise Centre,CARGO,,,,
22/12/2020,Port Marina Bay Cruise Centre,TANKER,,,,
22/12/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
22/12/2020,Port Pasir Panjang,CARGO,0.870039348,1.681035137,0,12
22/12/2020,Port Pasir Panjang,TANKER,0.604698972,1.576990579,0,9.4
22/12/2020,Port Pasir Panjang,PASSENGER,,,,
22/12/2020,Port Brani,CARGO,0.962962963,1.891305643,0,9.4
22/12/2020,Port Brani,TANKER,0.05,0.070710678,0,0.1
22/12/2020,Port Brani,PASSENGER,,,,
22/12/2020,Sea,CARGO,7.080674354,5.777018923,0,64
22/12/2020,Sea,TANKER,2.802975805,4.180403459,0,97.6
22/12/2020,Sea,PASSENGER,,,,
23/1/2020,Port Bukom,CARGO,7.675,4.053969496,0,13.2
23/1/2020,Port Bukom,TANKER,3.155334988,3.562152515,0,11.8
23/1/2020,Port Bukom,PASSENGER,,,,
23/1/2020,Port Tanjong Pagar,CARGO,1.019672131,1.73039684,0,8
23/1/2020,Port Tanjong Pagar,TANKER,3.625,0.359397644,3.1,3.9
23/1/2020,Port Tanjong Pagar,PASSENGER,,,,
23/1/2020,Port Jurong Island,CARGO,4.923756661,3.450079289,0,17.3
23/1/2020,Port Jurong Island,TANKER,1.476233429,2.908814434,0,101.8
23/1/2020,Port Jurong Island,PASSENGER,,,,
23/1/2020,Port Tuas,CARGO,0.244975689,1.336552157,0,25.7
23/1/2020,Port Tuas,TANKER,4.386834734,5.169967325,0,76.8
23/1/2020,Port Tuas,PASSENGER,,,,
23/1/2020,Port Marina Bay Cruise Centre,CARGO,,,,
23/1/2020,Port Marina Bay Cruise Centre,TANKER,,,,
23/1/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
23/1/2020,Port Pasir Panjang,CARGO,0.632431411,1.600002685,0,13.3
23/1/2020,Port Pasir Panjang,TANKER,1.025661848,2.521035782,0,100.8
23/1/2020,Port Pasir Panjang,PASSENGER,,,,
23/1/2020,Port Brani,CARGO,0.460946746,1.364695694,0,8.4
23/1/2020,Port Brani,TANKER,2.8,,2.8,2.8
23/1/2020,Port Brani,PASSENGER,,,,
23/1/2020,Sea,CARGO,8.297489981,5.275916283,0,63.5
23/1/2020,Sea,TANKER,3.223617927,4.302539829,0,101.3
23/1/2020,Sea,PASSENGER,0.004081633,0.028571429,0,0.2
23/1/2021,Port Bukom,CARGO,9.775,2.821385722,0,12.9
23/1/2021,Port Bukom,TANKER,2.067156863,2.77756009,0,12
23/1/2021,Port Bukom,PASSENGER,,,,
23/1/2021,Port Tanjong Pagar,CARGO,1.5,1.694435337,0,4.3
23/1/2021,Port Tanjong Pagar,TANKER,4.8,0.989949494,4.1,5.5
23/1/2021,Port Tanjong Pagar,PASSENGER,,,,
23/1/2021,Port Jurong Island,CARGO,4.38579235,3.144469431,0,12.4
23/1/2021,Port Jurong Island,TANKER,2.077420185,3.085669641,0,20.9
23/1/2021,Port Jurong Island,PASSENGER,,,,
23/1/2021,Port Tuas,CARGO,1.313259669,2.498742102,0,8.5
23/1/2021,Port Tuas,TANKER,2.190789474,3.197974922,0,12
23/1/2021,Port Tuas,PASSENGER,0,0,0,0
23/1/2021,Port Marina Bay Cruise Centre,CARGO,,,,
23/1/2021,Port Marina Bay Cruise Centre,TANKER,7.6,,7.6,7.6
23/1/2021,Port Marina Bay Cruise Centre,PASSENGER,,,,
23/1/2021,Port Pasir Panjang,CARGO,1.05713555,2.191764613,0,51.2
23/1/2021,Port Pasir Panjang,TANKER,0.827060738,1.905382568,0,13.7
23/1/2021,Port Pasir Panjang,PASSENGER,,,,
23/1/2021,Port Brani,CARGO,1.041666667,1.551640633,0,7.2
23/1/2021,Port Brani,TANKER,0.151923077,0.846349186,0,6.5
23/1/2021,Port Brani,PASSENGER,,,,
23/1/2021,Sea,CARGO,7.146350044,5.72540501,0,59.6
23/1/2021,Sea,TANKER,3.269226601,4.3353814,0,77.6
23/1/2021,Sea,PASSENGER,14.69285714,0.275860293,14.4,15.3
23/12/2019,Port Bukom,CARGO,8.207692308,2.475356671,3.8,11.7
23/12/2019,Port Bukom,TANKER,1.927079796,2.762235644,0,11.3
23/12/2019,Port Bukom,PASSENGER,7.05,0.057735027,7,7.1
23/12/2019,Port Tanjong Pagar,CARGO,2.5625,2.045767989,0,5.1
23/12/2019,Port Tanjong Pagar,TANKER,1.638461538,2.605615238,0,6.8
23/12/2019,Port Tanjong Pagar,PASSENGER,,,,
23/12/2019,Port Jurong Island,CARGO,7.94537246,4.008980882,0,19
23/12/2019,Port Jurong Island,TANKER,2.105081081,3.182520583,0,62.4
23/12/2019,Port Jurong Island,PASSENGER,7.55,0.414326763,7.1,8.5
23/12/2019,Port Tuas,CARGO,1.300413223,3.141708417,0,12.2
23/12/2019,Port Tuas,TANKER,0.894712761,2.247963361,0,12.5
23/12/2019,Port Tuas,PASSENGER,7.5,0.1,7.4,7.6
23/12/2019,Port Marina Bay Cruise Centre,CARGO,,,,
23/12/2019,Port Marina Bay Cruise Centre,TANKER,,,,
23/12/2019,Port Marina Bay Cruise Centre,PASSENGER,,,,
23/12/2019,Port Pasir Panjang,CARGO,0.954851531,1.791524051,0,12.9
23/12/2019,Port Pasir Panjang,TANKER,0.735692371,2.315543864,0,102.2
23/12/2019,Port Pasir Panjang,PASSENGER,,,,
23/12/2019,Port Brani,CARGO,0.620909091,1.377279292,0,5.7
23/12/2019,Port Brani,TANKER,1.5,1.580348063,0,5.1
23/12/2019,Port Brani,PASSENGER,,,,
23/12/2019,Sea,CARGO,8.755643715,5.653349009,0,90.2
23/12/2019,Sea,TANKER,3.095298758,4.280779339,0,91.4
23/12/2019,Sea,PASSENGER,8.389790576,3.291239538,0,19.5
23/12/2020,Port Bukom,CARGO,9.925,2.305609102,7.1,12
23/12/2020,Port Bukom,TANKER,3.349382716,3.333546289,0,9.1
23/12/2020,Port Bukom,PASSENGER,,,,
23/12/2020,Port Tanjong Pagar,CARGO,0.040909091,0.095912117,0,0.4
23/12/2020,Port Tanjong Pagar,TANKER,,,,
23/12/2020,Port Tanjong Pagar,PASSENGER,,,,
23/12/2020,Port Jurong Island,CARGO,4.908333333,4.236744033,0,15
23/12/2020,Port Jurong Island,TANKER,1.809688347,2.693738056,0,14.2
23/12/2020,Port Jurong Island,PASSENGER,,,,
23/12/2020,Port Tuas,CARGO,2.076,2.73126718,0,13.3
23/12/2020,Port Tuas,TANKER,3.455555556,3.025364696,0,11.1
23/12/2020,Port Tuas,PASSENGER,0,0,0,0
23/12/2020,Port Marina Bay Cruise Centre,CARGO,,,,
23/12/2020,Port Marina Bay Cruise Centre,TANKER,,,,
23/12/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
23/12/2020,Port Pasir Panjang,CARGO,0.628615385,1.455468916,0,9.4
23/12/2020,Port Pasir Panjang,TANKER,0.898226164,2.027531932,0,11.5
23/12/2020,Port Pasir Panjang,PASSENGER,,,,
23/12/2020,Port Brani,CARGO,0.69,1.463974802,0,4.7
23/12/2020,Port Brani,TANKER,0.9,,0.9,0.9
23/12/2020,Port Brani,PASSENGER,,,,
23/12/2020,Sea,CARGO,6.269426314,5.726659154,0,59.7
23/12/2020,Sea,TANKER,2.692259914,4.017029786,0,90.1
23/12/2020,Sea,PASSENGER,,,,
24/1/2020,Port Bukom,CARGO,8.87375,2.866203936,0,17.8
24/1/2020,Port Bukom,TANKER,2.979041353,3.379769738,0,14.4
24/1/2020,Port Bukom,PASSENGER,10.55,0.310912635,10.3,11
24/1/2020,Port Tanjong Pagar,CARGO,0.086031519,0.432693999,0,5.6
24/1/2020,Port Tanjong Pagar,TANKER,2.627272727,2.62337148,0,6.1
24/1/2020,Port Tanjong Pagar,PASSENGER,,,,
24/1/2020,Port Jurong Island,CARGO,6.073024911,3.906567963,0,22.9
24/1/2020,Port Jurong Island,TANKER,1.684126286,3.025562516,0,24
24/1/2020,Port Jurong Island,PASSENGER,,,,
24/1/2020,Port Tuas,CARGO,0.109681488,0.914684407,0,17.2
24/1/2020,Port Tuas,TANKER,3.955359765,4.674729142,0,74.5
24/1/2020,Port Tuas,PASSENGER,,,,
24/1/2020,Port Marina Bay Cruise Centre,CARGO,2.3,,2.3,2.3
24/1/2020,Port Marina Bay Cruise Centre,TANKER,,,,
24/1/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
24/1/2020,Port Pasir Panjang,CARGO,0.897161601,1.826514231,0,34.1
24/1/2020,Port Pasir Panjang,TANKER,0.709512787,2.076970783,0,100.8
24/1/2020,Port Pasir Panjang,PASSENGER,9.4,,9.4,9.4
24/1/2020,Port Brani,CARGO,1.070238095,1.843082537,0,8
24/1/2020,Port Brani,TANKER,1.811111111,2.336270261,0,6.5
24/1/2020,Port Brani,PASSENGER,,,,
24/1/2020,Sea,CARGO,7.486921288,5.553784524,0,101.3
24/1/2020,Sea,TANKER,3.365322054,4.449492706,0,101.3
24/1/2020,Sea,PASSENGER,7.215789474,3.871822222,0,12.9
24/1/2021,Port Bukom,CARGO,9.6125,2.626245736,7.1,18.7
24/1/2021,Port Bukom,TANKER,2.440112994,2.708210992,0,9.4
24/1/2021,Port Bukom,PASSENGER,,,,
24/1/2021,Port Tanjong Pagar,CARGO,2.25,2.963106478,0,9.3
24/1/2021,Port Tanjong Pagar,TANKER,0.233333333,0.321455025,0,0.6
24/1/2021,Port Tanjong Pagar,PASSENGER,,,,
24/1/2021,Port Jurong Island,CARGO,4.340322581,4.65612521,0,14.6
24/1/2021,Port Jurong Island,TANKER,1.583576581,2.709413188,0,14.1
24/1/2021,Port Jurong Island,PASSENGER,,,,
24/1/2021,Port Tuas,CARGO,1.950574713,3.120035538,0,17.1
24/1/2021,Port Tuas,TANKER,5.106097561,3.507535013,0,11.7
24/1/2021,Port Tuas,PASSENGER,0,0,0,0
24/1/2021,Port Marina Bay Cruise Centre,CARGO,,,,
24/1/2021,Port Marina Bay Cruise Centre,TANKER,,,,
24/1/2021,Port Marina Bay Cruise Centre,PASSENGER,,,,
24/1/2021,Port Pasir Panjang,CARGO,0.66142596,1.635265836,0,38.5
24/1/2021,Port Pasir Panjang,TANKER,0.580616479,1.518356669,0,11.2
24/1/2021,Port Pasir Panjang,PASSENGER,,,,
24/1/2021,Port Brani,CARGO,2.836842105,6.007977153,0,19.2
24/1/2021,Port Brani,TANKER,0.010204082,0.042056004,0,0.2
24/1/2021,Port Brani,PASSENGER,,,,
24/1/2021,Sea,CARGO,7.905492897,5.783972868,0,22
24/1/2021,Sea,TANKER,3.296430798,4.461487683,0,84.7
24/1/2021,Sea,PASSENGER,,,,
24/12/2019,Port Bukom,CARGO,9.631707317,2.69373709,5.2,15.6
24/12/2019,Port Bukom,TANKER,2.316337522,3.142880881,0,14.7
24/12/2019,Port Bukom,PASSENGER,,,,
24/12/2019,Port Tanjong Pagar,CARGO,0.706451613,1.297416788,0,5.9
24/12/2019,Port Tanjong Pagar,TANKER,5.133333333,4.18608807,0.3,7.6
24/12/2019,Port Tanjong Pagar,PASSENGER,,,,
24/12/2019,Port Jurong Island,CARGO,5.839504563,3.636246489,0,15.9
24/12/2019,Port Jurong Island,TANKER,1.593774716,3.10363269,0,100.8
24/12/2019,Port Jurong Island,PASSENGER,,,,
24/12/2019,Port Tuas,CARGO,3.251851852,4.108286185,0,13.4
24/12/2019,Port Tuas,TANKER,0.30396077,1.368087553,0,12.3
24/12/2019,Port Tuas,PASSENGER,,,,
24/12/2019,Port Marina Bay Cruise Centre,CARGO,,,,
24/12/2019,Port Marina Bay Cruise Centre,TANKER,,,,
24/12/2019,Port Marina Bay Cruise Centre,PASSENGER,,,,
24/12/2019,Port Pasir Panjang,CARGO,0.88954823,1.868195529,0,12
24/12/2019,Port Pasir Panjang,TANKER,1.800761615,2.592149152,0,11.9
24/12/2019,Port Pasir Panjang,PASSENGER,,,,
24/12/2019,Port Brani,CARGO,1.197560976,1.949934333,0,8.5
24/12/2019,Port Brani,TANKER,0.1,,0.1,0.1
24/12/2019,Port Brani,PASSENGER,,,,
24/12/2019,Sea,CARGO,8.688677935,5.45834761,0,101.2
24/12/2019,Sea,TANKER,3.512285821,4.715067182,0,100.9
24/12/2019,Sea,PASSENGER,,,,
24/12/2020,Port Bukom,CARGO,8.392857143,3.842167715,0,13
24/12/2020,Port Bukom,TANKER,3.044680851,3.064420064,0,9.6
24/12/2020,Port Bukom,PASSENGER,,,,
24/12/2020,Port Tanjong Pagar,CARGO,0.021428571,0.049867549,0,0.2
24/12/2020,Port Tanjong Pagar,TANKER,,,,
24/12/2020,Port Tanjong Pagar,PASSENGER,,,,
24/12/2020,Port Jurong Island,CARGO,5.185234899,4.012992006,0,13.1
24/12/2020,Port Jurong Island,TANKER,1.73027972,3.006433373,0,51.9
24/12/2020,Port Jurong Island,PASSENGER,,,,
24/12/2020,Port Tuas,CARGO,2.133333333,3.39411255,0,8.8
24/12/2020,Port Tuas,TANKER,2.7875,3.458188906,0,11.1
24/12/2020,Port Tuas,PASSENGER,0,0,0,0
24/12/2020,Port Marina Bay Cruise Centre,CARGO,,,,
24/12/2020,Port Marina Bay Cruise Centre,TANKER,,,,
24/12/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
24/12/2020,Port Pasir Panjang,CARGO,0.593862134,1.502521543,0,14
24/12/2020,Port Pasir Panjang,TANKER,1.0562,2.05940376,0,11.7
24/12/2020,Port Pasir Panjang,PASSENGER,,,,
24/12/2020,Port Brani,CARGO,0,0,0,0
24/12/2020,Port Brani,TANKER,2.5,,2.5,2.5
24/12/2020,Port Brani,PASSENGER,,,,
24/12/2020,Sea,CARGO,7.117366412,5.708841037,0,23
24/12/2020,Sea,TANKER,2.984537389,4.021356878,0,64
24/12/2020,Sea,PASSENGER,0,,0,0
25/1/2020,Port Bukom,CARGO,10.23333333,1.873284656,5.7,12.4
25/1/2020,Port Bukom,TANKER,3.124673328,3.969347746,0,32
25/1/2020,Port Bukom,PASSENGER,,,,
25/1/2020,Port Tanjong Pagar,CARGO,0.965,1.535638047,0,6.4
25/1/2020,Port Tanjong Pagar,TANKER,3.2,0.938083152,2.6,4.6
25/1/2020,Port Tanjong Pagar,PASSENGER,,,,
25/1/2020,Port Jurong Island,CARGO,5.203856383,3.935346129,0,17.4
25/1/2020,Port Jurong Island,TANKER,1.432906595,2.735791295,0,97.2
25/1/2020,Port Jurong Island,PASSENGER,,,,
25/1/2020,Port Tuas,CARGO,0.100492126,0.854185099,0,14.6
25/1/2020,Port Tuas,TANKER,1.447921914,3.019763001,0,38.5
25/1/2020,Port Tuas,PASSENGER,,,,
25/1/2020,Port Marina Bay Cruise Centre,CARGO,,,,
25/1/2020,Port Marina Bay Cruise Centre,TANKER,,,,
25/1/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
25/1/2020,Port Pasir Panjang,CARGO,0.976851186,1.940055884,0,16.2
25/1/2020,Port Pasir Panjang,TANKER,0.641179507,1.73126037,0,24
25/1/2020,Port Pasir Panjang,PASSENGER,,,,
25/1/2020,Port Brani,CARGO,0.863265306,3.431791566,0,31.5
25/1/2020,Port Brani,TANKER,1.7,2.493067311,0,5.8
25/1/2020,Port Brani,PASSENGER,,,,
25/1/2020,Sea,CARGO,8.317535413,5.523852275,0,89.3
25/1/2020,Sea,TANKER,3.556794616,4.523028658,0,91.2
25/1/2020,Sea,PASSENGER,,,,
25/1/2021,Port Bukom,CARGO,8.908,2.448625465,4.6,16.4
25/1/2021,Port Bukom,TANKER,2.615186246,2.993157673,0,10.3
25/1/2021,Port Bukom,PASSENGER,,,,
25/1/2021,Port Tanjong Pagar,CARGO,1.961538462,3.744671428,0,14.2
25/1/2021,Port Tanjong Pagar,TANKER,,,,
25/1/2021,Port Tanjong Pagar,PASSENGER,,,,
25/1/2021,Port Jurong Island,CARGO,2.454091816,3.724676497,0,14.7
25/1/2021,Port Jurong Island,TANKER,2.325956971,3.071124401,0,13.9
25/1/2021,Port Jurong Island,PASSENGER,,,,
25/1/2021,Port Tuas,CARGO,1.04,2.364870011,0,7.6
25/1/2021,Port Tuas,TANKER,4.088888889,4.318919441,0,11.4
25/1/2021,Port Tuas,PASSENGER,0,0,0,0
